pred.names,prey.names,R/J,Bio_JC.pprey,Bio_Orig.pprey,Bio_RG.pprey,final.value,check.zero
2PSH1,RWH,J,0.01,0,0,0.01,1
1PSH2,RWH,J,0.01,0.05,0.05,0.01,0
2PSH2,RWH,J,0.01,0,0,0.01,1
1POR1,BWH,J,0.0125,0,0,0.0125,1
2POR1,BWH,J,0.0125,0,0,0.0125,1
1POR2,BWH,J,0.0125,0.05,0.05,0.0125,0
2POR2,BWH,J,0.0125,0,0,0.0125,1
1PSH1,BWH,J,0.01,0,0,0.01,1
2PSH1,BWH,J,0.01,0,0,0.01,1
1PSH2,BWH,J,0.01,0.05,0.05,0.01,0
2PSH2,BWH,J,0.01,0,0,0.01,1
1POR1,SWH,J,0.0125,0.05,0.05,0.0125,0
2POR1,SWH,J,0.0125,0.05,0.05,0.0125,0
1POR2,SWH,J,0.0125,0.05,0.05,0.0125,0
2POR2,SWH,J,0.0125,0.05,0.05,0.0125,0
1PSH1,SWH,J,0.01,0.05,0.05,0.01,0
2PSH1,SWH,J,0.01,0.05,0.05,0.01,0
1PSH2,SWH,J,0.01,0.05,0.05,0.01,0
2PSH2,SWH,J,0.01,0.05,0.05,0.01,0
1POR1,TWH,J,0.0125,0,0,0.0125,1
2POR1,TWH,J,0.0125,0,0,0.0125,1
1POR2,TWH,J,0.0125,0,0,0.0125,1
2POR2,TWH,J,0.0125,0,0,0.0125,1
1PSH1,TWH,J,0.01,0,0,0.01,1
2PSH1,TWH,J,0.01,0,0,0.01,1
1PSH2,TWH,J,0.01,0,0,0.01,1
2PSH2,TWH,J,0.01,0,0,0.01,1
1DOG1,SCA,R,0.003,0.03,0.003,0.003,0
2DOG1,SCA,R,0.003,0.03,0.003,0.003,0
1DOG2,SCA,R,0.003,0.03,0.003,0.003,0
2DOG2,SCA,R,0.003,0.03,0.003,0.003,0
LOB,SCA,R,0.001,0.02,0.001,0.001,0
RCB,SCA,R,0.0025,0.01,0.0025,0.0025,0
BMS,SCA,R,2.00E-04,0.02,2.00E-04,0.0002,0
BC,SCA,R,0.005,0.02,0.005,0.005,0
1HER1,QHG,R,1.00E-04,1.00E-04,0,0,1
1HER2,QHG,R,1.00E-04,1.00E-04,0,0,1
1FDF1,QHG,R,0.05,0.1,0.05,0.05,0
2FDF1,QHG,R,0.05,0.1052546,0.05,0.05,0
1FDF2,QHG,R,0.05,0.1,0.05,0.05,0
2FDF2,QHG,R,0.05,0.1052546,0.05,0.05,0
1DOG1,QHG,R,0.003375,0.1125,0.003375,0.003375,0
2DOG1,QHG,R,0.1125,0.1125,0.003375,0.003375,0
1DOG2,QHG,R,0.1125,0.1125,0.003375,0.003375,0
2DOG2,QHG,R,0.1125,0.1125,0.003375,0.003375,0
1REP1,QHG,R,0.05,0.0675,0.0675,0.0675,0
2REP1,QHG,R,0.05,0.0675,0.0675,0.0675,0
1REP2,QHG,R,0.05,0.0675,0.0675,0.0675,0
2REP2,QHG,R,0.05,0.0675,0.0675,0.0675,0
1NSH1,QHG,R,0,0.045,0,0,1
2NSH1,QHG,R,0,0.045,0,0,1
1NSH2,QHG,R,0,0.045,0,0,1
2NSH2,QHG,R,0,0.045,0,0,1
1OSH1,QHG,R,0,0.045,0,0,1
2OSH1,QHG,R,0,0.045,0,0,1
LOB,QHG,R,0.001,0.02,0.001,0.001,0
RCB,QHG,R,0.025,0.03375,0.025,0.025,0
BMS,QHG,R,0.0025,0.02,0.001,0.001,0
BC,QHG,R,0.01,0.003,0.001,0.001,0
1HER1,CLA,R,0,1.00E-04,0,0,1
1HER2,CLA,R,0,1.00E-04,0,0,1
1FDF1,CLA,R,0.075,0.15,0.075,0.075,0
2FDF1,CLA,R,0.075,0.15,0.075,0.075,0
1FDF2,CLA,R,0.075,0.15,0.075,0.075,0
2FDF2,CLA,R,0.075,0.15,0.075,0.075,0
1DOG1,CLA,R,0.003375,0.1,0.003375,0.003375,0
2DOG1,CLA,R,0.003375,0.1,0.003375,0.003375,0
1DOG2,CLA,R,0.003375,0.1,0.003375,0.003375,0
2DOG2,CLA,R,0.003375,0.1,0.003375,0.003375,0
1NSH1,CLA,R,0,0.045,0,0,1
2NSH1,CLA,R,0,0.045,0,0,1
1NSH2,CLA,R,0,0.045,0,0,1
2NSH2,CLA,R,0,0.045,0,0,1
1OSH1,CLA,R,0,0.045,0,0,1
2OSH1,CLA,R,0,0.045,0,0,1
1OSH2,CLA,R,0,0.045,0.045,0.045,1
2OSH2,CLA,R,0,0.045,0.045,0.045,1
LOB,CLA,R,0.001,0.02,0.001,0.001,0
RCB,CLA,R,0.0025,0.005,0.0025,0.0025,0
BMS,CLA,R,0.001,0.02,0.001,0.001,0
BC,CLA,R,0.001,0.003,0.001,0.001,0
1ANC2,BFF,R,0,0.15,0.15,0.15,1
1FDF1,BFF,R,0.05,0.1,0.05,0.05,0
2FDF1,BFF,R,0.05,0.1052546,0.05,0.05,0
1FDF2,BFF,R,0.05,0.1,0.05,0.05,0
2FDF2,BFF,R,0.05,0.1052546,0.05,0.05,0
1DOG1,BFF,R,0.003375,0.03375,0.003375,0.003375,0
1NSH1,BFF,R,0,0.045,0,0,1
2NSH1,BFF,R,0,0.045,0,0,1
1NSH2,BFF,R,0,0.045,0,0,1
2NSH2,BFF,R,0,0.045,0,0,1
1OSH1,BFF,R,0,0.045,0,0,1
2OSH1,BFF,R,0,0.045,0,0,1
LOB,BFF,R,0.001,0.02,0.001,0.001,0
RCB,BFF,R,0.0025,0.001,0.0025,0.0025,0
BMS,BFF,R,0.001,0.02,0.001,0.001,0
BC,BFF,R,0.001,0.003,0.001,0.001,0
ZM,BFF,R,0,0.01,0.01,0.01,1
ZS,BFF,R,0,0.05,0.05,0.05,1
BO,BFF,R,0,0.1,0.1,0.1,1
1ANC2,BG,R,0,0.1,0.1,0.1,1
1DOG1,BG,R,0.003375,0.03375,0.003375,0.003375,0
1REP1,BG,R,0.05,0.1125,0.1125,0.1125,0
2REP1,BG,R,0.05,0.1125,0.1125,0.1125,0
1REP2,BG,R,0.05,0.1125,0.1125,0.1125,0
2REP2,BG,R,0.05,0.1125,0.1125,0.1125,0
1NSH1,BG,R,0,0.225,0,0,1
2NSH1,BG,R,0,0.05,0,0,1
1NSH2,BG,R,0,0.225,0,0,1
2NSH2,BG,R,0,0.05,0,0,1
1OSH1,BG,R,0,0.225,0,0,1
2OSH1,BG,R,0,0.05,0,0,1
LOB,BG,R,0.001,0.06,0.001,0.001,0
RCB,BG,R,0.025,0.01,0.025,0.025,0
BMS,BG,R,0.0025,0.09,0.0025,0.0025,0
BC,BG,R,0.01,0.045,0.01,0.01,0
1BUT1,LOB,R,0,0.00677529,0,0,1
1BUT2,LOB,R,0,0.00677529,0,0,1
1BPF2,LOB,R,0,0.00677529,0,0,1
1GOO1,LOB,R,0,0.06,0.06,0.06,1
2GOO1,LOB,R,0,0.06,0.06,0.06,1
1GOO2,LOB,R,0,0.06,0.06,0.06,1
2GOO2,LOB,R,0,0.06,0.06,0.06,1
1WOL1,LOB,R,0,0.08,0.08,0.08,1
1WOL2,LOB,R,0,0.09,0.09,0.09,1
2WOL1,LOB,R,0,0.08,0.08,0.08,1
2WOL2,LOB,R,0,0.09,0.09,0.09,1
1DOG1,LOB,R,0.02,0.1,0.02,0.02,0
2DOG1,LOB,R,0.02,0.1,0.02,0.02,0
1DOG2,LOB,R,0.02,0.1,0.02,0.02,0
2DOG2,LOB,R,0.02,0.1,0.02,0.02,0
2NSH1,LOB,R,0,0.05,0,0,1
2NSH2,LOB,R,0,0.05,0,0,1
LOB,LOB,R,0.002,0.004,0.002,0.002,0
RCB,LOB,R,0.001,0.005,0.001,0.001,0
BMS,LOB,R,0.001,0.02,0.001,0.001,0
BC,LOB,R,0.0025,0.01,0.0025,0.0025,0
1BUT1,RCB,R,0,0.25,0,0,1
1BUT2,RCB,R,0,0.2,0,0,1
1BPF2,RCB,R,0,0.2,0,0,1
1GOO1,RCB,R,0,0.08,0.08,0.08,1
2GOO1,RCB,R,0,0.08,0.08,0.08,1
1GOO2,RCB,R,0,0.06,0.06,0.06,1
2GOO2,RCB,R,0,0.06,0.06,0.06,1
1WOL1,RCB,R,0,0.0493747,0.0493747,0.0493747,1
1WOL2,RCB,R,0,0.0493747,0.0493747,0.0493747,1
2WOL1,RCB,R,0,0.15,0.15,0.15,1
2WOL2,RCB,R,0,0.15,0.15,0.15,1
1FDF2,RCB,R,0.1,0.15,0.1,0.1,0
2FDF2,RCB,R,0.1,0.15,0.1,0.1,0
1DOG1,RCB,R,0.02,0.1,0.02,0.02,0
2DOG1,RCB,R,0.02,0.1,0.02,0.02,0
1DOG2,RCB,R,0.02,0.1,0.02,0.02,0
2DOG2,RCB,R,0.02,0.1,0.02,0.02,0
1NSH1,RCB,R,0,0.05625,0,0,1
2NSH1,RCB,R,0,0.05625,0,0,1
1NSH2,RCB,R,0,0.05625,0,0,1
2NSH2,RCB,R,0,0.05625,0,0,1
LOB,RCB,R,0.001,0.005,0.001,0.001,0
RCB,RCB,R,0.0025,0.001,0.0025,0.0025,0
BMS,RCB,R,0.001,0.1125,0.001,0.001,0
ZL,RCB,J,0,0.08,0.08,0,1
BC,RCB,R,0.0025,0.01,0.0025,0.0025,0
1BUT1,BMS,R,0,0.25,0,0,1
1BUT2,BMS,R,0,0.2,0,0,1
1BPF2,BMS,R,0,0.2,0,0,1
1FDF2,BMS,R,0.1,0.15,0.1,0.1,0
2FDF2,BMS,R,0.1,0.15,0.1,0.1,0
1DOG1,BMS,R,0.02,0.1,0.02,0.02,0
2DOG1,BMS,R,0.02,0.1,0.02,0.02,0
1DOG2,BMS,R,0.02,0.1,0.02,0.02,0
2DOG2,BMS,R,0.02,0.1,0.02,0.02,0
1NSH1,BMS,R,0,0.05625,0,0,1
2NSH1,BMS,R,0,0.05625,0,0,1
1NSH2,BMS,R,0,0.05625,0,0,1
2NSH2,BMS,R,0,0.05625,0,0,1
LOB,BMS,R,0.001,0.15,0.001,0.001,0
RCB,BMS,R,0.001,0.1125,0.001,0.001,0
BMS,BMS,R,0.01,0.05,0.01,0.01,0
ZL,BMS,J,0,0.08,0.08,0,1
BC,BMS,R,0.01,0.05,0.01,0.01,0
1SSH1,NSH,J,0.05,0,0,0.05,1
2SSH1,NSH,J,0.05,0,0,0.05,1
1SSH2,NSH,J,0.05,0,0,0.05,1
2SSH2,NSH,J,0.05,0,0,0.05,1
1DSH1,NSH,J,0.01,0.05625,0.05625,0.01,0
2DSH1,NSH,J,0.01,0.05625,0.05625,0.01,0
1DSH2,NSH,J,0.01,0.05625,0.05625,0.01,0
2DSH2,NSH,J,0.01,0.05625,0.05625,0.01,0
1NSH1,NSH,J,0,0.225,0,0,1
2NSH1,NSH,J,0,0.225,0,0,1
1NSH2,NSH,J,0,0.225,0,0,1
2NSH2,NSH,J,0,0.225,0,0,1
1OSH1,NSH,J,0,0.225,0,0,1
2OSH1,NSH,J,0,0.225,0,0,1
1SSH1,OSH,J,0.05,0,0,0.05,1
2SSH1,OSH,J,0.05,0,0,0.05,1
1SSH2,OSH,J,0.05,0,0,0.05,1
2SSH2,OSH,J,0.05,0,0,0.05,1
1DSH1,OSH,J,0.01,0.01125,0.01125,0.01,0
2DSH1,OSH,J,0.01,0.01125,0.01125,0.01,0
1DSH2,OSH,J,0.01,0.01125,0.01125,0.01,0
2DSH2,OSH,J,0.01,0.01125,0.01125,0.01,0
1MAK1,ZL,J,0.05,0.1,0.1,0.05,0
2MAK1,ZL,J,0.05,0.1,0.1,0.05,0
1MAK2,ZL,J,0.05,0.1,0.1,0.05,0
2MAK2,ZL,J,0.05,0.1,0.1,0.05,0
1HER1,ZL,J,0,1.00E-05,1.00E-05,0,1
2HER1,ZL,J,0,1.00E-05,1.00E-05,0,1
1HER2,ZL,J,0,1.00E-05,1.00E-05,0,1
2HER2,ZL,J,0,1.00E-05,1.00E-05,0,1
1MPF1,ZL,J,0,0.1,0.1,0,1
2MPF1,ZL,J,0,0.1,0.1,0,1
1MPF2,ZL,J,0,0.1,0.1,0,1
2MPF2,ZL,J,0,0.1,0.1,0,1
1ANC1,ZL,J,0.01,1.00E-05,1.00E-05,0.01,0
2ANC1,ZL,J,0.01,1.00E-05,1.00E-05,0.01,0
1ANC2,ZL,J,0.01,1.00E-05,1.00E-05,0.01,0
2ANC2,ZL,J,0.01,1.00E-05,1.00E-05,0.01,0
1MEN1,ZL,J,0.025,0,0,0.025,1
2MEN1,ZL,J,0.025,0,0,0.025,1
1MEN2,ZL,J,0.025,0,0,0.025,1
2MEN2,ZL,J,0.025,0,0,0.025,1
1COD1,ZL,J,0.01,0.035,0.035,0.01,0
2COD1,ZL,J,0.01,0.035,0.035,0.01,0
1COD2,ZL,J,0.01,0.035,0.035,0.01,0
2COD2,ZL,J,0.01,0.035,0.035,0.01,0
1DOG1,ZL,J,0.005,0.0375,0.0375,0.005,0
2DOG1,ZL,J,0.005,0.0375,0.0375,0.005,0
1DOG2,ZL,J,0.005,0.0375,0.0375,0.005,0
2DOG2,ZL,J,0.005,0.0375,0.0375,0.005,0
1WSK1,ZL,J,0.09,0.18,0.18,0.09,0
2WSK1,ZL,J,0.09,0.18,0.18,0.09,0
1WSK2,ZL,J,0.09,0.18,0.18,0.09,0
2WSK2,ZL,J,0.09,0.18,0.18,0.09,0
1SK1,ZL,J,0.04,0.0812014,0.0812014,0.04,0
2SK1,ZL,J,0.04,0.0812014,0.0812014,0.04,0
1SK2,ZL,J,0.04,0.0812014,0.0812014,0.04,0
2SK2,ZL,J,0.04,0.0812014,0.0812014,0.04,0
SCA,ZL,R,0.001,1.00E-04,1.00E-04,0.0001,0
BFF,ZL,R,0.01,1.00E-04,0,0,1
BG,ZL,R,0.25,0,0,0,1
1ANC2,BD,R,0.005,0.03428571,0.03428571,0.03428571,0
ZL,BD,J,0,0.1,0.1,0,1
LOB,MB,R,0,0.05,0,0,1
RCB,MB,R,0,0.03,0,0,1
1DOG1,SG,J,0.003375,0,0,0.003375,1
1REP1,SG,J,0.05,0.2,0.2,0.05,0
2REP1,SG,J,0.05,0.2,0.2,0.05,0
1REP2,SG,J,0.05,0.2,0.2,0.05,0
2REP2,SG,J,0.05,0.2,0.2,0.05,0
LOB,SG,R,0.001,0,0,0,1
RCB,SG,R,0.025,0,0,0,1
BMS,SG,R,0.0025,0,0,0,1
BC,SG,R,0.01,0,0,0,1
1DOG1,BC,R,0.05,0.1,0.1,0.1,0
2DOG1,BC,R,0.05,0.1,0.1,0.1,0
1DOG2,BC,R,0.05,0.1,0.1,0.1,0
2DOG2,BC,R,0.05,0.1,0.1,0.1,0
LOB,BC,R,0.125,0.225,0.15,0.15,0
1MAK1,ZG,J,0.01,0.1,0.1,0.01,0
2MAK1,ZG,J,0.01,0.1,0.1,0.01,0
1MAK2,ZG,J,0.01,0.1,0.1,0.01,0
2MAK2,ZG,J,0.01,0.1,0.1,0.01,0
1HAD1,ZG,J,0.05,0.105,0.105,0.05,0
2HAD1,ZG,J,0.05,0.105,0.105,0.05,0
1HAD2,ZG,J,0.05,0.105,0.105,0.05,0
2HAD2,ZG,J,0.05,0.105,0.105,0.05,0
1DOG1,ZG,J,0.005,0.05,0.05,0.005,0
2DOG1,ZG,J,0.005,0.05,0.05,0.005,0
1DOG2,ZG,J,0.005,0.05,0.05,0.005,0
2DOG2,ZG,J,0.005,0.05,0.05,0.005,0
1WSK1,ZG,J,0.01,0.042,0.042,0.01,0
2WSK1,ZG,J,0.01,0.042,0.042,0.01,0
1WSK2,ZG,J,0.01,0.042,0.042,0.01,0
2WSK2,ZG,J,0.01,0.042,0.042,0.01,0
1SK1,ZG,J,0.03,0.06,0.06,0.03,0
2SK1,ZG,J,0.03,0.06,0.06,0.03,0
1SK2,ZG,J,0.03,0.06,0.06,0.03,0
2SK2,ZG,J,0.03,0.06,0.06,0.03,0
1REP1,ZG,J,0.05,0.15,0.15,0.05,0
2REP1,ZG,J,0.05,0.15,0.15,0.05,0
1REP2,ZG,J,0.05,0.15,0.15,0.05,0
2REP2,ZG,J,0.05,0.15,0.15,0.05,0
LOB,ZG,R,0.001,0,0,0,1
RCB,ZG,R,0.025,0.1,0.1,0.1,0
BMS,ZG,R,0.0025,0,0,0,1
BC,ZG,R,0.01,0,0,0,1
1HER1,PL,J,0,1.00E-05,1.00E-05,0,1
2HER1,PL,J,0,1.00E-05,1.00E-05,0,1
1HER2,PL,J,0,1.00E-05,1.00E-05,0,1
2HER2,PL,J,0,1.00E-05,1.00E-05,0,1
1ANC1,PL,J,0.1,1.00E-05,1.00E-05,0.1,0
2ANC1,PL,J,0.1,1.00E-05,1.00E-05,0.1,0
1ANC2,PL,J,0.1,1.00E-05,1.00E-05,0.1,0
2ANC2,PL,J,0.1,1.00E-05,1.00E-05,0.1,0
SCA,PL,R,0.001,1.00E-04,0.3,0.3,0
QHG,PL,R,0.1,1.00E-04,0.1,0.1,0
CLA,PL,R,0.1,1.00E-04,0.1,0.1,0
BFF,PL,R,0.01,1.00E-04,1.00E-04,0.0001,0
BG,PL,R,0.25,0.1,0.1,0.1,0
BG,PS,R,0,0.05,0,0,1
1MAK1,ZM,J,0.05,0.2,0.2,0.05,0
2MAK1,ZM,J,0.02,0.2,0.2,0.02,0
1MAK2,ZM,J,0.01,0.1,0.1,0.01,0
2MAK2,ZM,J,0.01,0.1,0.1,0.01,0
1HER1,ZM,J,0.05,0.2,0.2,0.05,0
2HER1,ZM,J,0.05,0.2,0.2,0.05,0
1HER2,ZM,J,0.05,0.2,0.2,0.05,0
2HER2,ZM,J,0.05,0.2,0.2,0.05,0
1WIF1,ZM,J,0.05,0.1,0.1,0.05,0
2WIF1,ZM,J,0.05,0.1,0.1,0.05,0
BD,ZM,R,0,5.50E-05,5.50E-05,0.000055,1
BO,ZM,R,0,0.0026,0.0026,0.0026,1
1HER1,ZS,J,0.01,0.1,0.1,0.01,0
2HER1,ZS,J,0.01,0.1,0.1,0.01,0
1HER2,ZS,J,0.01,0.1,0.1,0.01,0
2HER2,ZS,J,0.01,0.1,0.1,0.01,0
1MEN1,ZS,J,0.02,0.04,0.04,0.02,0
2MEN1,ZS,J,0.02,0.04,0.04,0.02,0
1MEN2,ZS,J,0.02,0.04,0.04,0.02,0
2MEN2,ZS,J,0.02,0.04,0.04,0.02,0
ZS,ZS,J,0.001,0.01,0.01,0.001,0
ZL,BO,J,0,0.05,0.05,0,1
ZM,BO,J,0,0.05,0.05,0,1
1HER1,DL,J,0,1.00E-05,1.00E-05,0,1
2HER1,DL,J,0,1.00E-05,1.00E-05,0,1
1HER2,DL,J,0,1.00E-05,1.00E-05,0,1
2HER2,DL,J,0,1.00E-05,1.00E-05,0,1
1MPF1,DL,J,0,1.00E-04,1.00E-04,0,1
2MPF1,DL,J,0,1.00E-04,1.00E-04,0,1
1MPF2,DL,J,0,1.00E-04,1.00E-04,0,1
2MPF2,DL,J,0,1.00E-04,1.00E-04,0,1
SCA,DL,R,0.001,1.00E-04,0.001,0.001,0
BFF,DL,R,0.01,1.00E-04,0.01,0.01,0
BG,DL,R,0.25,0,0.25,0.25,1
SCA,DR,R,0.001,1.00E-04,0.001,0.001,0
BFF,DR,R,0.01,1.00E-04,0.01,0.01,0
BG,DR,R,0.01,0,0.01,0.01,1
1DOG1,DC,J,0.05,0.1,0.1,0.05,0
2DOG1,DC,J,0.05,0.1,0.1,0.05,0
1DOG2,DC,J,0.05,0.1,0.1,0.05,0
2DOG2,DC,J,0.05,0.2,0.2,0.05,0
LOB,DC,R,0.125,0.1,0.125,0.125,0
SCA,DLsed,R,0.001,1.00E-04,0.001,0.001,0
BFF,DLsed,R,0.01,1.00E-04,0.01,0.01,0
LOB,DLsed,R,0.125,0.1,0.125,0.125,0
SCA,DRsed,R,0.001,1.00E-04,0.001,0.001,0
BFF,DRsed,R,0.01,1.00E-04,0.01,0.01,0
LOB,DRsed,R,0.125,0.1,0.125,0.125,0
ZM,DRsed,J,0,0.01,0.01,0,1
ZS,DRsed,J,0,0.05,0.05,0,1
LOB,DCsed,R,0.125,0.1,0.125,0.125,0
